Geo_Name,state_code,survey_year,Tax_Type,item,AMOUNT
Tennessee,43,2018,Motor Fuels Sales Tax,T13,"1,086,693"
Tennessee,43,2018,Pari-mutuels Sales Tax,T14,X
Tennessee,43,2018,Public Utilities Sales Tax,T15,"8,520"
Tennessee,43,2018,Tobacco Products Sales Tax,T16,"248,673"
Tennessee,43,2018,Other Selective Sales and Gross Receipts Taxes,T19,"357,107"
Tennessee,43,2018,License Taxes,TA3,"1,763,747"
Tennessee,43,2018,Alcoholic Beverages License,T20,"1,862"
Tennessee,43,2018,Amusements License,T21,283
Tennessee,43,2018,Corporations in General License,T22,"920,053"
Tennessee,43,2018,Hunting and Fishing License,T23,"36,730"
Tennessee,43,2018,Motor Vehicle License,T24,"357,692"
Tennessee,43,2018,Motor Vehicle Operators License,T25,"59,648"
Tennessee,43,2018,Public Utilities License,T27,"6,039"
Tennessee,43,2018,"Occupation and Business License, NEC",T28,"372,981"
Tennessee,43,2018,Other License Taxes,T29,"8,459"
Tennessee,43,2018,Income Taxes,TA4,"1,890,667"
Tennessee,43,2018,Individual Income Taxes,T40,"246,508"
Tennessee,43,2018,Corporations Net Income Taxes,T41,"1,644,159"
Tennessee,43,2018,Other Taxes,TA5,"271,563"
Tennessee,43,2018,Death and Gift Taxes,T50,0
Tennessee,43,2018,Documentarty and Stock Transfer Taxes,T51,"251,574"
Tennessee,43,2018,Severance Taxes,T53,"1,025"
Tennessee,43,2018,"Taxes, NEC",T99,"18,964"
Texas,44,2018,Total Taxes,T00,"60,328,843"
Texas,44,2018,Property Taxes,T01,X
Texas,44,2018,Sales and Gross Receipts Taxes,TA1,"51,462,209"
Texas,44,2018,General Sales and Gross Receipts Taxes,T09,"36,129,876"
Texas,44,2018,Selective Sales and Gross Receipts Taxes,TA2,"15,332,333"
Texas,44,2018,Alcoholic Beverages Sales Tax,T10,"1,321,516"
Texas,44,2018,Amusements Sales Tax,T11,"30,023"
Texas,44,2018,Insurance Premiums Sales Tax,T12,"2,445,005"
Texas,44,2018,Motor Fuels Sales Tax,T13,"3,710,307"
Texas,44,2018,Pari-mutuels Sales Tax,T14,"6,510"
Texas,44,2018,Public Utilities Sales Tax,T15,"630,057"
Texas,44,2018,Tobacco Products Sales Tax,T16,"1,440,336"
Texas,44,2018,Other Selective Sales and Gross Receipts Taxes,T19,"5,748,579"
Texas,44,2018,License Taxes,TA3,"3,635,024"
Texas,44,2018,Alcoholic Beverages License,T20,"78,742"
Texas,44,2018,Amusements License,T21,"16,387"
Texas,44,2018,Corporations in General License,T22,"152,899"
Texas,44,2018,Hunting and Fishing License,T23,"110,770"
Texas,44,2018,Motor Vehicle License,T24,"2,358,248"
Texas,44,2018,Motor Vehicle Operators License,T25,"141,892"
Texas,44,2018,Public Utilities License,T27,"22,456"
Texas,44,2018,"Occupation and Business License, NEC",T28,"609,900"
Texas,44,2018,Other License Taxes,T29,"143,730"
Texas,44,2018,Income Taxes,TA4,X
Texas,44,2018,Individual Income Taxes,T40,X
Texas,44,2018,Corporations Net Income Taxes,T41,X
Texas,44,2018,Other Taxes,TA5,"5,231,610"
Texas,44,2018,Death and Gift Taxes,T50,X
Texas,44,2018,Documentarty and Stock Transfer Taxes,T51,X
Texas,44,2018,Severance Taxes,T53,"5,231,610"
Texas,44,2018,"Taxes, NEC",T99,0
Utah,45,2018,Total Taxes,T00,"8,038,709"
Utah,45,2018,Property Taxes,T01,X
Utah,45,2018,Sales and Gross Receipts Taxes,TA1,"3,268,914"
Utah,45,2018,General Sales and Gross Receipts Taxes,T09,"2,248,774"
Utah,45,2018,Selective Sales and Gross Receipts Taxes,TA2,"1,020,140"
Utah,45,2018,Alcoholic Beverages Sales Tax,T10,"51,420"
Utah,45,2018,Amusements Sales Tax,T11,X
Utah,45,2018,Insurance Premiums Sales Tax,T12,"135,180"
Utah,45,2018,Motor Fuels Sales Tax,T13,"496,789"
Utah,45,2018,Pari-mutuels Sales Tax,T14,X
Utah,45,2018,Public Utilities Sales Tax,T15,"24,351"
Utah,45,2018,Tobacco Products Sales Tax,T16,"114,492"
Utah,45,2018,Other Selective Sales and Gross Receipts Taxes,T19,"197,908"
Utah,45,2018,License Taxes,TA3,"336,255"
Utah,45,2018,Alcoholic Beverages License,T20,"6,315"
Utah,45,2018,Amusements License,T21,X
Utah,45,2018,Corporations in General License,T22,465
Utah,45,2018,Hunting and Fishing License,T23,"31,299"
Utah,45,2018,Motor Vehicle License,T24,"218,386"
Utah,45,2018,Motor Vehicle Operators License,T25,"16,772"
Utah,45,2018,Public Utilities License,T27,X
Utah,45,2018,"Occupation and Business License, NEC",T28,"56,433"
Utah,45,2018,Other License Taxes,T29,"6,585"
Utah,45,2018,Income Taxes,TA4,"4,392,285"
Utah,45,2018,Individual Income Taxes,T40,"3,991,400"
Utah,45,2018,Corporations Net Income Taxes,T41,"400,885"
Utah,45,2018,Other Taxes,TA5,"41,255"
Utah,45,2018,Death and Gift Taxes,T50,X
Utah,45,2018,Documentarty and Stock Transfer Taxes,T51,X
Utah,45,2018,Severance Taxes,T53,"41,236"
Utah,45,2018,"Taxes, NEC",T99,19
Vermont,46,2018,Total Taxes,T00,"3,284,231"
Vermont,46,2018,Property Taxes,T01,"1,065,767"
Vermont,46,2018,Sales and Gross Receipts Taxes,TA1,"1,095,321"
Vermont,46,2018,General Sales and Gross Receipts Taxes,T09,"397,691"
Vermont,46,2018,Selective Sales and Gross Receipts Taxes,TA2,"697,630"
Vermont,46,2018,Alcoholic Beverages Sales Tax,T10,"26,892"
Vermont,46,2018,Amusements Sales Tax,T11,X
Vermont,46,2018,Insurance Premiums Sales Tax,T12,"59,370"
Vermont,46,2018,Motor Fuels Sales Tax,T13,"82,953"
Vermont,46,2018,Pari-mutuels Sales Tax,T14,X
Vermont,46,2018,Public Utilities Sales Tax,T15,"8,878"
Vermont,46,2018,Tobacco Products Sales Tax,T16,"71,078"
Vermont,46,2018,Other Selective Sales and Gross Receipts Taxes,T19,"448,459"
Vermont,46,2018,License Taxes,TA3,"126,404"
Vermont,46,2018,Alcoholic Beverages License,T20,469
Vermont,46,2018,Amusements License,T21,23
Vermont,46,2018,Corporations in General License,T22,"3,686"
Vermont,46,2018,Hunting and Fishing License,T23,"7,294"
Vermont,46,2018,Motor Vehicle License,T24,"72,957"
Vermont,46,2018,Motor Vehicle Operators License,T25,"11,972"
Vermont,46,2018,Public Utilities License,T27,X
Vermont,46,2018,"Occupation and Business License, NEC",T28,"25,674"
Vermont,46,2018,Other License Taxes,T29,"4,329"
Vermont,46,2018,Income Taxes,TA4,"930,149"
Vermont,46,2018,Individual Income Taxes,T40,"819,330"
Vermont,46,2018,Corporations Net Income Taxes,T41,"110,819"
Vermont,46,2018,Other Taxes,TA5,"66,590"
Vermont,46,2018,Death and Gift Taxes,T50,"22,935"
Vermont,46,2018,Documentarty and Stock Transfer Taxes,T51,"38,366"
Vermont,46,2018,Severance Taxes,T53,X
Vermont,46,2018,"Taxes, NEC",T99,"5,289"
Virginia,47,2018,Total Taxes,T00,"23,489,398"
Virginia,47,2018,Property Taxes,T01,"31,890"
Virginia,47,2018,Sales and Gross Receipts Taxes,TA1,"7,087,195"
Virginia,47,2018,General Sales and Gross Receipts Taxes,T09,"4,076,636"
Virginia,47,2018,Selective Sales and Gross Receipts Taxes,TA2,"3,010,559"
Virginia,47,2018,Alcoholic Beverages Sales Tax,T10,"231,250"
Virginia,47,2018,Amusements Sales Tax,T11,84
Virginia,47,2018,Insurance Premiums Sales Tax,T12,"516,743"
Virginia,47,2018,Motor Fuels Sales Tax,T13,"1,031,034"
Virginia,47,2018,Pari-mutuels Sales Tax,T14,X
Virginia,47,2018,Public Utilities Sales Tax,T15,"116,584"
Virginia,47,2018,Tobacco Products Sales Tax,T16,"160,383"
Virginia,47,2018,Other Selective Sales and Gross Receipts Taxes,T19,"954,481"
Virginia,47,2018,License Taxes,TA3,"878,751"
Virginia,47,2018,Alcoholic Beverages License,T20,"14,591"
Virginia,47,2018,Amusements License,T21,107
Virginia,47,2018,Corporations in General License,T22,"64,102"
Virginia,47,2018,Hunting and Fishing License,T23,"29,393"
Virginia,47,2018,Motor Vehicle License,T24,"492,825"
Virginia,47,2018,Motor Vehicle Operators License,T25,"41,288"
Virginia,47,2018,Public Utilities License,T27,X
Virginia,47,2018,"Occupation and Business License, NEC",T28,"231,791"
Virginia,47,2018,Other License Taxes,T29,"4,654"
Virginia,47,2018,Income Taxes,TA4,"14,967,663"
Virginia,47,2018,Individual Income Taxes,T40,"14,105,766"
Virginia,47,2018,Corporations Net Income Taxes,T41,"861,897"
Virginia,47,2018,Other Taxes,TA5,"523,899"
Virginia,47,2018,Death and Gift Taxes,T50,932
Virginia,47,2018,Documentarty and Stock Transfer Taxes,T51,"386,598"
Virginia,47,2018,Severance Taxes,T53,"2,695"
Virginia,47,2018,"Taxes, NEC",T99,"133,674"
Washington,48,2018,Total Taxes,T00,"26,574,889"
Washington,48,2018,Property Taxes,T01,"2,769,520"
Washington,48,2018,Sales and Gross Receipts Taxes,TA1,"20,323,086"
Washington,48,2018,General Sales and Gross Receipts Taxes,T09,"15,643,017"
Washington,48,2018,Selective Sales and Gross Receipts Taxes,TA2,"4,680,069"
Washington,48,2018,Alcoholic Beverages Sales Tax,T10,"370,738"
Washington,48,2018,Amusements Sales Tax,T11,X
Washington,48,2018,Insurance Premiums Sales Tax,T12,"630,657"
Washington,48,2018,Motor Fuels Sales Tax,T13,"1,713,782"
Washington,48,2018,Pari-mutuels Sales Tax,T14,"1,724"
Washington,48,2018,Public Utilities Sales Tax,T15,"500,703"
Washington,48,2018,Tobacco Products Sales Tax,T16,"422,264"
Washington,48,2018,Other Selective Sales and Gross Receipts Taxes,T19,"1,040,201"
Washington,48,2018,License Taxes,TA3,"2,070,930"
Washington,48,2018,Alcoholic Beverages License,T20,"152,625"
Washington,48,2018,Amusements License,T21,"5,920"
Washington,48,2018,Corporations in General License,T22,"41,834"
Washington,48,2018,Hunting and Fishing License,T23,"42,450"
Washington,48,2018,Motor Vehicle License,T24,"1,129,671"
Washington,48,2018,Motor Vehicle Operators License,T25,"135,270"
Washington,48,2018,Public Utilities License,T27,"21,148"
Washington,48,2018,"Occupation and Business License, NEC",T28,"365,363"
Washington,48,2018,Other License Taxes,T29,"176,649"
Washington,48,2018,Income Taxes,TA4,X
Washington,48,2018,Individual Income Taxes,T40,X
Washington,48,2018,Corporations Net Income Taxes,T41,X
Washington,48,2018,Other Taxes,TA5,"1,411,353"
Washington,48,2018,Death and Gift Taxes,T50,"208,610"
Washington,48,2018,Documentarty and Stock Transfer Taxes,T51,"1,161,436"
Washington,48,2018,Severance Taxes,T53,"41,307"
Washington,48,2018,"Taxes, NEC",T99,0
West Virginia,49,2018,Total Taxes,T00,"5,417,673"
West Virginia,49,2018,Property Taxes,T01,"7,316"
West Virginia,49,2018,Sales and Gross Receipts Taxes,TA1,"2,731,739"
West Virginia,49,2018,General Sales and Gross Receipts Taxes,T09,"1,311,930"
West Virginia,49,2018,Selective Sales and Gross Receipts Taxes,TA2,"1,419,809"
West Virginia,49,2018,Alcoholic Beverages Sales Tax,T10,"17,576"
West Virginia,49,2018,Amusements Sales Tax,T11,"35,152"
West Virginia,49,2018,Insurance Premiums Sales Tax,T12,"169,607"
West Virginia,49,2018,Motor Fuels Sales Tax,T13,"419,528"
West Virginia,49,2018,Pari-mutuels Sales Tax,T14,"2,704"
West Virginia,49,2018,Public Utilities Sales Tax,T15,"119,736"
West Virginia,49,2018,Tobacco Products Sales Tax,T16,"177,840"
West Virginia,49,2018,Other Selective Sales and Gross Receipts Taxes,T19,"477,666"
West Virginia,49,2018,License Taxes,TA3,"194,048"
West Virginia,49,2018,Alcoholic Beverages License,T20,"1,927"
West Virginia,49,2018,Amusements License,T21,"3,672"
West Virginia,49,2018,Corporations in General License,T22,737
West Virginia,49,2018,Hunting and Fishing License,T23,"12,325"
West Virginia,49,2018,Motor Vehicle License,T24,"4,498"
West Virginia,49,2018,Motor Vehicle Operators License,T25,"160,076"
West Virginia,49,2018,Public Utilities License,T27,449
West Virginia,49,2018,"Occupation and Business License, NEC",T28,"8,144"
West Virginia,49,2018,Other License Taxes,T29,"2,220"
West Virginia,49,2018,Income Taxes,TA4,"2,060,639"
West Virginia,49,2018,Individual Income Taxes,T40,"1,950,571"
West Virginia,49,2018,Corporations Net Income Taxes,T41,"110,068"
West Virginia,49,2018,Other Taxes,TA5,"423,931"
West Virginia,49,2018,Death and Gift Taxes,T50,X
West Virginia,49,2018,Documentarty and Stock Transfer Taxes,T51,"12,036"
West Virginia,49,2018,Severance Taxes,T53,"411,895"
West Virginia,49,2018,"Taxes, NEC",T99,0
Wisconsin,50,2018,Total Taxes,T00,"18,742,929"
Wisconsin,50,2018,Property Taxes,T01,"163,446"
Wisconsin,50,2018,Sales and Gross Receipts Taxes,TA1,"8,232,896"
Wisconsin,50,2018,General Sales and Gross Receipts Taxes,T09,"5,484,375"
Wisconsin,50,2018,Selective Sales and Gross Receipts Taxes,TA2,"2,748,521"
Wisconsin,50,2018,Alcoholic Beverages Sales Tax,T10,"62,498"
Wisconsin,50,2018,Amusements Sales Tax,T11,214
Wisconsin,50,2018,Insurance Premiums Sales Tax,T12,"207,729"
Wisconsin,50,2018,Motor Fuels Sales Tax,T13,"1,051,479"
Wisconsin,50,2018,Pari-mutuels Sales Tax,T14,239
Wisconsin,50,2018,Public Utilities Sales Tax,T15,"361,696"
Wisconsin,50,2018,Tobacco Products Sales Tax,T16,"617,415"
Wisconsin,50,2018,Other Selective Sales and Gross Receipts Taxes,T19,"447,251"
Wisconsin,50,2018,License Taxes,TA3,"1,182,001"
Wisconsin,50,2018,Alcoholic Beverages License,T20,"1,958"
Wisconsin,50,2018,Amusements License,T21,482
Wisconsin,50,2018,Corporations in General License,T22,"22,225"
Wisconsin,50,2018,Hunting and Fishing License,T23,"67,571"
Wisconsin,50,2018,Motor Vehicle License,T24,"518,115"
Wisconsin,50,2018,Motor Vehicle Operators License,T25,"40,398"
Wisconsin,50,2018,Public Utilities License,T27,"65,805"
Wisconsin,50,2018,"Occupation and Business License, NEC",T28,"464,571"
Wisconsin,50,2018,Other License Taxes,T29,876
Wisconsin,50,2018,Income Taxes,TA4,"9,061,928"
Wisconsin,50,2018,Individual Income Taxes,T40,"8,151,462"
Wisconsin,50,2018,Corporations Net Income Taxes,T41,"910,466"
Wisconsin,50,2018,Other Taxes,TA5,"102,658"
Wisconsin,50,2018,Death and Gift Taxes,T50,"1,733"
Wisconsin,50,2018,Documentarty and Stock Transfer Taxes,T51,"76,138"
Wisconsin,50,2018,Severance Taxes,T53,"10,667"
Wisconsin,50,2018,"Taxes, NEC",T99,"14,120"
Wyoming,51,2018,Total Taxes,T00,"1,837,401"
Wyoming,51,2018,Property Taxes,T01,"250,153"
Wyoming,51,2018,Sales and Gross Receipts Taxes,TA1,"862,797"
Wyoming,51,2018,General Sales and Gross Receipts Taxes,T09,"689,207"
Wyoming,51,2018,Selective Sales and Gross Receipts Taxes,TA2,"173,590"
Wyoming,51,2018,Alcoholic Beverages Sales Tax,T10,"1,920"
Wyoming,51,2018,Amusements Sales Tax,T11,X
Wyoming,51,2018,Insurance Premiums Sales Tax,T12,"23,481"
Wyoming,51,2018,Motor Fuels Sales Tax,T13,"113,622"
Wyoming,51,2018,Pari-mutuels Sales Tax,T14,"4,698"
Wyoming,51,2018,Public Utilities Sales Tax,T15,"4,893"
Wyoming,51,2018,Tobacco Products Sales Tax,T16,"22,076"
Wyoming,51,2018,Other Selective Sales and Gross Receipts Taxes,T19,"2,900"
Wyoming,51,2018,License Taxes,TA3,"187,522"
Wyoming,51,2018,Alcoholic Beverages License,T20,X
Wyoming,51,2018,Amusements License,T21,X
Wyoming,51,2018,Corporations in General License,T22,"14,205"
Wyoming,51,2018,Hunting and Fishing License,T23,"37,187"
Wyoming,51,2018,Motor Vehicle License,T24,"91,663"
Wyoming,51,2018,Motor Vehicle Operators License,T25,"4,158"
Wyoming,51,2018,Public Utilities License,T27,X
Wyoming,51,2018,"Occupation and Business License, NEC",T28,"40,309"
Wyoming,51,2018,Other License Taxes,T29,0
Wyoming,51,2018,Income Taxes,TA4,X
Wyoming,51,2018,Individual Income Taxes,T40,X
Wyoming,51,2018,Corporations Net Income Taxes,T41,X
Wyoming,51,2018,Other Taxes,TA5,"536,929"
Wyoming,51,2018,Death and Gift Taxes,T50,0
Wyoming,51,2018,Documentarty and Stock Transfer Taxes,T51,X
Wyoming,51,2018,Severance Taxes,T53,"531,659"
Wyoming,51,2018,"Taxes, NEC",T99,"5,270"
